Title,Date,City,Location,Category,Source,Link
5K Beer Run x Hazelwood Brewhouse | 2026 PA Brewery Running Series,"Sat, May 30","Pittsburgh, PA","Hazelwood Brew House, Pittsburgh",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/5k-beer-run-x-hazelwood-brewhouse-2026-pa-brewery-running-series-tickets-1983974492113
Full Blue Moon Goat Yoga,"Sun, May 31","Cambridge, MA","Chip-In Farm, Bedford",Wellness,Eventbrite,https://www.eventbrite.com/e/full-blue-moon-goat-yoga-tickets-1982799916927
Foundations of Yoga - Beginners Yoga Course,"Sun, May 31","New York City, NY","Queens Plaza Studios, Queens",Wellness,Eventbrite,https://www.eventbrite.com/e/foundations-of-yoga-beginners-yoga-course-tickets-1984017127637
Not Your Bubbe Book Club Discussion of  As a Jew By  Sarah Hurwitz,"Mon, Jun 1","Boston, MA","The Boston Synagogue, Boston",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/not-your-bubbe-book-club-discussion-of-as-a-jew-by-sarah-hurwitz-tickets-1983618359912
Fun Lovin' Criminals,"Tue, Jun 2","Cambridge, MA","The Sinclair, Cambridge",Other,Allevents,https://allevents.in/cambridge/fun-lovin-criminals/200029718785827
The Big Run 2026,"Wed, Jun 3","Hoboken, NJ","The Shepherd & the Knucklehead of Hoboken, Hoboken",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/the-big-run-2026-tickets-1984473161647
Pete &amp; Bas Save America,"Fri, Jun 5","Cambridge, MA","The Sinclair, Cambridge",Other,Allevents,https://allevents.in/cambridge/pete-and-bas-save-america/200029872854816
Tank and The Bangas,"Sat, Jun 6","Cambridge, MA","The Sinclair Music Hall, Cambridge",Music & Entertainment,Allevents,https://allevents.in/cambridge/tank-and-the-bangas/2300029867984011
Food Truck Fundraiser and Cornhole Tournament,"Sat, Jun 6","Pittsburgh, PA","103 Bonnie Drive, Butler, PA, USA, Butler",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/food-truck-fundraiser-and-cornhole-tournament-tickets-1980467409334
2026 Babesburgh Bash,"Sat, Jun 6","Pittsburgh, PA","Allegheny Landing, Pittsburgh",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/2026-babesburgh-bash-tickets-1985570189888
BREW FEST 2026,"Sat, Jun 6","Hoboken, NJ","South Shore Craft Brewery, Oceanside",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/brew-fest-2026-tickets-1984566165825
"The Jury Experience â Diamonds, Lies, and a Dead Man: Will Pittsburgh Deliver Justice?","Sun, Jun 7 · 7:30 PM","Pittsburgh, PA","New Hazlett Theater, Pittsburgh",Culture & Learning,Fever,https://feverup.com/m/477490
Learn to Make Soufflés from Scratch!,"Mon, Jun 8","Boston, MA","Perch, Boston",Other,Eventbrite,https://www.eventbrite.com/e/learn-to-make-souffles-from-scratch-tickets-1983639451999
"FOODEESFEST Pittsburgh, Pennsylvania (40+ food trucks and craft vendors!)","Fri, Jun 12","Pittsburgh, PA","South Hills Village, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/foodeesfest-pittsburgh-pennsylvania-40-food-trucks-and-craft-vendors-tickets-1977739100890
Better Bolder BRIGHTER Brunch,"Sat, Jun 13","Cambridge, MA","The Tiffany Ballroom at the Four Points by Sheraton Norwood, Norwood",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/better-bolder-brighter-brunch-tickets-1980050928629
Downtown Newark Food Tour,"Sat, Jun 13","Newark, NJ","55 Halsey St, Newark",Food & Drink,Eventbrite,https://www.eventbrite.com/e/downtown-newark-food-tour-tickets-1982883629313
